name	node_type:LABEL	node_id:ID
Firaaq	movie	07149ac9de48cc0caa851ef21d2ecee3
Nandita Das	writer|director	9b2b5955cc5c2b1fa9e1b736ea9c3a54
Another 48 Hrs.	movie	4b78535c46f56084dbbebe21ad3b8f5d
Portrait of Jennie	movie	762b0f68d77fa918a6de4361a767efb7
atom egoyan	tag	71b99249c7200a6aa4c479c23bdad9e1
The Long Weekend	movie	7014dbaf070e91948a1e1e702070f9f5
Arctic Tale	movie	1abf7e35d6c9dc02a6811248fd8e94f1
Sarah Robertson	director	5dd5fb01b90294133953e0662ac66212
Adam Ravetch	director	7b7ba3be5d71f5211bfd3b9474e435a0
The Phantom	movie	3d9df31ffb9d550185ec2ff738b3c4df
Lee Falk	writer	4cc299ffde70d9e7706fbdf674973424
House of 1000 Corpses	movie	63c13ae92d35143df5550b35374cd78b
Inland Empire	movie	801d0c54675f01ca11b385b1349063b1
D.A.R.Y.L.	movie	1118acb3f8c1a76b177d5019e678789d
David Ambrose	writer	6c48959957bfb8bb445e98ae9fd6cc1c
toronto	tag	ed5098b76f88c91b0dc1917e6ddce6d2
Jeffrey Ellis	writer	f27e17df4f139eb5a6e2354299ab9a91
The Big Combo	movie	51659797610d4fdc637ec1c4d546b255
As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty	movie	02565e1afa77a99270584519b84435f9
Jonas Mekas	writer|director|actor	e226c1c773e2217563ecb3bc5ee87446
The Hebrew Hammer	movie	a98812aa479e8e58f5be7683bc6ffd14
Jonathan Kesselman	writer|director	beece14896b7f81396e76412764dd4e2
underdog	tag	844bdaed7d05061e98fd651fc9ad9c69
Million Dollar Mystery	movie	f7c18dcea9e92061192008d357a116fc
16 to Life	movie	c248fe7251289f294a7ed7a3c54286ce
Becky Smith	writer|director	6bb8a28a31c13a62c4f0e70b9af20118
Roman	movie	2c3e33e43a9fde9be48db11368ed4d65
Shiloh Fernandez	actor	10cf6ba7d81790178a93731c7d323cc6
Hallee Hirsh	actor	191da90f9d0c2299f66e87d83157cc16
Mandy Musgrave	actor	76b4e95a97087a19421afbdd8cdc235d
Bandwagon	movie	85a7b2c6208a67956741afd12f550958
Lee Holmes	actor	8f2312bb9de539c6a2e09ea2c9046f7e
88 Minutes	movie	61cebb0e72ab479e54611ac042a67601
Unrest	movie	4f4ea152ca92f60f81239a89f4e83751
Corri English	actor	a39b80f17ec7079a389945e54e1b52ff
The Truth About Charlie	movie	bcbaa5a034ade308f106f18d3154a0d1
Separate Lies	movie	b76627303513010b2423ef86532e2073
André Téchiné	writer|director	6233c0299e7c7ffce45fc39c9baf7cf4
Lucky McKee	writer|director|actor	0ba5e603d3466a5301157808f7b697c6
The Hangover Part III	movie	4ef090c6a481ccf771973bfe9d80636e
Krrish	movie	c93c6bffeacd46b453f6c99fd1059991
Everlasting Moments	movie	5bf41addb468a10d67f80c4bf197719a
Jesper Christensen	actor	c192aa1f76f6a6cdf64e9a6866bf08ce
Maria Heiskanen	actor	42f7519641cb03991dd10ab32f4b6c51
camera	tag	a77e87b9b68eefdafcc7e2de117ab170
Hunky Dory	movie	9adf45002604820efb0ec45278f11217
Laurence Coriat	writer	39161b4bac5214b88d743cb525cb8d22
Baby Peggy	actor	983a32a50d7d1721285f39a9bca03504
When Marnie Was There	movie	0d888da7837982e4462fdec38cb03c85
Anna Karenina	movie	037b960a7a7134d6fda8a5ff78bbcba0
Hiromasa Yonebayashi	writer|director	d9cc1ab70aa5100533ef74e029884bbf
Joan G. Robinson	writer	87b0d85d210f2beb455fb02cac94bcf2
hiromasa yonebayashi	tag	5867546952982e48a51d98f6c23bd271
Hopscotch	movie	d0b7f9885d389a3bf01a252ac55b6a4c
As I Lay Dying	movie	0f56476bff43d36affae0208845b82cd
The Expert	movie	bce33b693cf4fe89233ed1d6f9c37f13
Rick Avery	director	601bde06f2087c5a929683af8df6582c
Jeff Speakman	actor	f4e92de102321c8d80cd906ededce577
Once Upon a Time in America	movie	3bb9608804bd25f4f7d44dcd6822c4ce
Sadko	movie	8bf398db74e74c3d2e07244219397f84
Leo Tolstoy	writer	a62ce33c02155afe1196c11d6eb50d3d
Aleksandr Ptushko	director	bb7cec8e5f935b00e62b94595c98d767
The Tillman Story	movie	5ac55421a06606fe04c42c03819c1236
Pat Tillman	actor	788d41243c2c1df6a7187ca99f6fc9bb
Divergent	movie	d1ba0652540e03c46cc5c271ec8427bf
Veronica Roth	writer	f897f11e085add8eb4431d1bd7d4fece
Theo James	actor	9c4a306f465ac5452b6e2cd48c67811d
shailene woodley	tag	c3571160fa24ef2710061ab1a334c7da
jai courtney	tag	710459443d55b69a13e846d13d1a8088
Stathis Giallelis	actor	eacd5f2883998fd82f1b714ac3d3bc31
Joanna Pettet	actor	61e1a3b148b06e8c3bf1847ab0464abc
Sophie Marceau	actor	b114c9a09b7acb8410e75924dec13c47
Street of Shame	movie	14f44c782344247a1d40adc84b7cbc7a
Yoshiko Shibaki	writer	142ad5d73b69a1467a0045a06a6dd6fd
Kung Fu Panda Holiday	movie	7fda32467e20afb323462992b50dcc3d
Breaker! Breaker!	movie	a8548239be6a04937091eaab4ad20643
Maladolescenza	movie	b5d4e32378734219712545f931b661c5
Pier Giuseppe Murgia	writer|director	fd039ba3d8d7725d1b3e0e7849033ac3
Stars and Stripes Forever	movie	8ac2163f43eaa12cb565d3fca014912d
John Philip Sousa	writer	7a82aa323d7b720ba2d68fb777b5e8b0
National Lampoon Presents Dorm Daze	movie	1af63a7dbeadc27cd1ccba71b555c2ee
Tatyana Ali	actor	89a3a4a68da245a4b9655810c3e1d62a
Mia Kirshner	actor	79bfd2abbed9037243458d239fc48953
The Best and the Brightest	movie	b5497b0d0560cbe2a43162eddc3a8411
Josh Shelov	writer|director	cc14dd887faed313d1ca94313a3fd678
Michael Jaeger	writer	849e09b6fa5ddae18aa81e36254a31ea
Amelia Talbot	actor	775973d710c95b83ac50f462b537447e
Hair Show	movie	bcc309242ba45ac75bf08d6c6b4c23f3
Leslie Small	director	656d7222d9098ab19c0ddebeeb231505
Kellita Smith	actor	2d71a31fb0d7391ec030c8311a1eb894
White Squall	movie	fd65aeb5a0b1c3cf250ede2ffc706185
Beneath the 12-Mile Reef	movie	61a86f79c715bd98bf4ed1f8270973c1
Bye Bye Braverman	movie	216205bf4f6908471ba79f8005b6b59c
leo tolstoy	tag	e21fb73302f8d8b09594131e4717d839
Herbert Sargent	writer	79c723ffb9b1e0eabe4d1bdbf23a2f00
Wallace Markfield	writer	32ce6f3b320eee000ea635b6904b2238
The Great Gabbo	movie	edcf5633ff6a05d4f937137317b80f45
Marooned	movie	dad33425d82f41ef022c6792fbcb5177
The Lawnmower Man	movie	abeb0c02306998715f0ad81198fe77eb
Gimel Everett	writer	c3cb7d4c832f8ff8ed7c5b20bb5da819
How Green Was My Valley	movie	9dcac9c5dec0bfdb81d470930bf72cfb
Richard Llewellyn	writer	10059e31ea78c9f152d65ebb3928ecfd
welsh	tag	487839e53e16ab9aa63c9ef79890e9b7
Amour	movie	9aed1d1982276381e8570e3864e0f45b
Dredd	movie	75fcfd59bcfdc50d9fbfb0c042573d2b
The Bikini Carwash Company	movie	a2949797c1c9a430a6c2305c4ef49d49
Ed Hansen	writer|director	2a91635bca750d1cdce5c54f91aa0948
Kristi Ducati	actor	ccb486d18f24c6719cafac99f0b9244e
Joe Dusic	actor	5fd6e003e852556170b9d64a2116a6e7
A Month in the Country	movie	16e2fd4b0341d75a9b18de985243d175
Deep End	movie	8d4cdfb1316fb6b1c365f3893f378dc3
Jane Asher	actor	48dc20d36bed4d712e7e8b22c767120a
The Boob	movie	0c691f3be682e505767193e5d5b4a3c8
Gertrude Olmstead	actor	7b5739610c90d618907c452384af55bd
George K. Arthur	actor	8cd488c3873687c22f0b52d463a8166b
Pete Travis	writer|director	a45548c9cc234e6247bfe5698ba171d2
The Big Night	movie	d79e6c0fed0b881555a87e8a4af4b783
Stanley Ellin	writer	72cfb7a88aad3b92b19b6065616781d6
John Drew Barrymore	actor	bce017d2102f1be8ed9b532478d2b167
The Forgotten	movie	8f4683df3c4f898854786028e9ee3a2a
Timber Falls	movie	b3c80046a6dbdf4f412bb967c067bfed
Brianna Brown	actor	fd18769682ae600788950796b0db8296
Josh Randall	actor	677021487c3c37f500cf50e411e04cc8
The Devils	movie	690780188a895c8b05a02a607b3265a5
John Whiting	writer	c4e03f6088cc745644b1712a21ecdfab
Chattahoochee	movie	3b6699623b5ccc6dd545686f2c3c961b
Alex Garland	writer	e6fe3cfde2bc10ffb6ea7977f7c82231
James Hicks	writer	0e9437bdeaa0232663870a7321e5573f
Frankie Starlight	movie	a0e08984ef3065b71d579e46ade3b0b4
Ronan O'Leary	writer	6fd9b18bb2e1e2d55f95c6ab210e1812
Chet Raymo	writer	7a4d72b82c10c75545ebb655d57c2ba4
Random Harvest	movie	9177802bfd558bbb5d5a04c829423034
Susan Peters	actor	302495460f54766c7850bb1a93de767c
Clash of the Titans	movie	4ca89b97cf09af36dec3196ee08d0399
Stuart Paton	director	976bb8307de663c222deb87ef2e14aa0
Home for the Holidays	movie	7c743d89b8b0cd1dfabd29447966df51
Chris Radant	writer	0f32b592284865cbffd4fdb40c40bd7e
John Wagner	writer	988e1c50c5d9ca32b7d84469b3f09e4a
The Gunfighter	movie	7fbb45e977a63070d6c3b744f860cc37
William Sellers	writer	c68321411e9458f1356560becdd91069
Helen Westcott	actor	5d7921663ffcc2f1f0624f3a7ddfae3b
Barbarians at the Gate	movie	6bfa889747acf7cdb7e3f4ae141a8391
John Helyar	writer	7dd8efb12186c8c59fb6580d040a7f72
glenn jordan	tag	bc53c63f262f7518df2051264491e873
Pride of the Bowery	movie	ebb05c640648bad83f9ee10bdfbaa51e
Strange Behavior	movie	d48cffd0ca15381d50d7cc62f8ce918a
Miracle	movie	d8a93fd18069cd91d062ce62da0a9e34
Eric Guggenheim	writer	0449c1f252039692b8abcf2c979aa2f8
Catherine Deneuve	actor	acec1ac9075fa5e03ac95e0eb1236b01
Carlos Ezquerra	writer	b6343710bc8ba95028fe7aefaecdfaf0
Struck by Lightning	movie	05223102a1e3296c6dd91f7768357de6
Chris Colfer	writer|actor	8cbd54daca9d33c0b094d306b9908b28
Outlaw	movie	c225098768cbef2ad1a609dd2503d0ae
Sean Harris	actor	0b72ae8c5d127883ba8e26cec29831cb
The Fiances	movie	75d55277ac0dc07d4b88ed38187326ae
The Bounty	movie	a9c78df34e958dfa154f2c380d4e750a
Richard Hough	writer	e298313829a4b694c3c7ecee0a6968e6
Pete Kelly's Blues	movie	ae03ab67b6d57af1d501ad81aa085256
Peggy Lee	actor	283e64e193d5e203c6500a6de86bb65a
Bad Karma	movie	7683dfaaadfdd4fe6d33c7a005b65ead
Karl Urban	actor	ba23b5e928ec4f1aaeae63239526ffcc
Carmel	actor	dbfb4f68a4ca0a64fc17e578380cabda
Mirage Men	movie	d2bc279d1fe5d7466579ed08b1eee50e
Roland Denning	director	f1393d169e6fa75c5dd8e7315632c83a
Kypros Kyprianou	director	fa59bf80719d77f8269ba2af5bdf86a3
John Lundberg	director	16d200870c45a20a0467ce60566b3d5f
Mark Pilkington	writer	300388b4e152f79dae5f1703257a40b7
Creature from the Haunted Sea	movie	e37230c3432338d32caa5a6ba864c84a
Antony Carbone	actor	c10795cadd465ddd599262bba3e1a695
Sonny Bono	actor	b1f07a2ab230fdea84094cbab9ed43a0
W.C. Fields and Me	movie	687410e75e9db33ecb7a64530003654f
karl urban	tag	891f957eb3c2f30bcfbf8e65f2e11819
Carlotta Monti	writer	7d52191e7e117763ea55261c84fe8449
Bob Merrill	writer	6fdf5dcdebb71ecd937de1e941525f55
Passion Play	movie	b6e174ba18291d0ee967d6faf2afd9c4
Mitch Glazer	writer|director	4b96f2cb1570c4ff1a301ca65e90bf70
Dark Mirror	movie	bf425690507734ce93a048e4d1489e39
Pablo Proenza	writer|director	07c9c64299b108330c23d9563d9cc441
David Chisum	actor	bc1289a940d9dfe58af7e5d83b180790
Lisa Vidal	actor	2c5c1711e802a0cfcf89040565913db1
Joshua Pelegrin	actor	96eaa4ddab9e9ce0772c9145f2d032c0
Spy Hard	movie	9ede38c6ff6fb6147046b293860d0629
olivia thirlby	tag	4aabaa4b605bb4c75fc86bdbf07dffbf
California Conquest	movie	6a591444f353e2085a87a05af85ad03f
Bright Star	movie	9cbca7b837100a431ac109c6487f27cd
Andrew Motion	writer	98ee43fc407248b11c4c317e98b5b2cd
Ben Whishaw	actor	13be65985d205b7b4a0f06a4840c1215
ben whishaw	tag	147344db11a05ec4eebcebb800804fed
Larceny, Inc.	movie	afc2a606ec5e64ace88c75bcd2a6d7a5
The New Girlfriend	movie	9c17c2c01de513b5fbdce932a0650c2b
The Scalphunters	movie	744b9fb7a918b010ee6d9bcacfcc64be
The Independent	movie	2694d0e84f7ec50c2f9c0929983f735e
Max Perlich	actor	dae8e21abfec844ae0bc902eb5392588
lena headey	tag	601ff32f9335e1140bdaeb70f5c9a305
Steam	movie	de0442786671e6d0611e3095bc6a9ce9
Kyle Schickner	writer|director	3f9b3c796c2af39c567baa7c87259257
Kate Siegel	actor	3b058d4c87318df9e4cbc3f6703f4d52
India Song	movie	2cf4a2a3cd7e5082c69ecaddbc5fecdc
Mathieu Carrière	actor	68233200cc09677f82182bf132afad75
The Next Karate Kid	movie	92a1c3504bcbb5b4a51674f3c7b60394
The Underneath	movie	0ea36cbe7e9df20103506299cc80f199
Around the World in Eighty Days	movie	24cf022f4aff603f47b51046970b3881
The Magdalene Sisters	movie	e342a1a0ff6e84c2cb1e1d535a5269b1
Lenny	movie	a2d5f216cf53a9d04226b88201a521c6
Fatal Instinct	movie	300ccc9c5555eddc4d66a638f4f2c505
A Hungarian Fairy Tale	movie	cc312b5527454dd37e8bf0f61828f54c
Gyula Gazdag	writer|director	2c48f2272d22790c734cd6d48fbe857e
You Don't Mess with the Zohan	movie	4dadb70feaf29831fa1ae1c79f1f6f93
Robert Smigel	writer	0ff93b5bb69dab4f3ca0250c666a0686
Fallen	movie	ea489e434204b6531d3451ac9ed7c7f0
That Lady in Ermine	movie	af22fcf82c4d9f14b56afc557f2819e3
Let the Bullets Fly	movie	b17b968c9e5edd8ac0dbe7a6403f7d7a
The Great Escape	movie	a52de0ba337eeca387f5032f233c8c6b
pow	tag	2d3c33766e5a72006466c50a4d345e40
Fritz the Cat	movie	8d046ade979eb1e763b544d7242e2c54
Carl Reiner	writer|director|actor	1b9f8df39898e6c599ae7e9fa78815d6
Robert Crumb	writer	aed1520e44d28968a1ae80cc487ca22f
Austenland	movie	c140a161c1807333b1ce9b209671c5ef
Shannon Hale	writer	73c958dbee95d3df2bf720f65efc5344
Bret McKenzie	actor	69e4b215e60bdf2f11ba3430c9fef6db
Bounce	movie	ec4c5e1d498458c897e686a8e6134d8f
Chronicle of an Escape	movie	c674f744994ea2356ca11362d20f1897
Julian Loyola	writer	ffcf375367f231c2c33cef14ae39cae2
Esteban Student	writer	f435d6efd44728c8bcc4cb710e59c288
Claudio Tamburrini	writer	338a2e32add73a6a3a6dd2ede4d64bdb
Nazareno Casero	actor	b726b8db00eeea4056278a866e187d17
Armand Assante	actor	cf7f3c288bc86e4d4b11d775eca67568
Opening Night	movie	e835f6eabf4d6925319c7007aaa6900d
Who's That Girl	movie	36ac1e24cc70b04abf8a319535d91433
Andrew Smith	writer	d7024abb3b4ae26d335f88f16f1e7108
Taras Bulba	movie	70685e912a197c18695dce75eddad950
Lola Versus	movie	40a3154455b8eb882793a740829a00dc
Zoe Lister Jones	writer|actor	6f5a8aeeed6128efce7f32cf68a392b5
Direct Contact	movie	3868c10e2abf7b421642a31f1d90fb22
Bashar Rahal	actor	d8051f71562d6b3aeb575dffbfed15c3
Gina May	actor	301b5e2c493c98e514422564895fc5e0
Life Is Beautiful	movie	eef893d25e3745ca4172ebc69bc61fce
Kate Nelligan	actor	2d7ff8b83852caf9fd8748352c2dfb02
tragic	tag	536797e8dd94d3c65e309cf960cdc258
father	tag	27051d106f56bf5f964044dcdb502afb
Psycho III	movie	7fba12c29992b5914cbd07beb05f2767
Roberta Maxwell	actor	4acddccfeab09086291f7f876356ea5f
I Thank a Fool	movie	8654c112a5838f0546f5b615e3b04e67
Robert Stevens	director	1bffbcf515dc9f05d59c8cacbf8c3394
First Monday in October	movie	fd09f862078820061a2b6922b480ebb8
Robert E. Lee	writer	095036cb83acd126e218759764f116a0
Can't Help Singing	movie	3773af68640537ac558b63642f1b8bbc
Frank Ryan	writer|director	94b42b4995c7f83872b21a58b4cdf49f
Sherilyn Fenn	actor	852317582a3e137c99fdaf6e587cd39d
Leo Townsend	writer	f2167d39022fc8f368ff0af7f9cdd7b2
Alexander's Ragtime Band	movie	d31cdb2b24a6a1e994399dd2eea8a327
Lisztomania	movie	c1b3e9ce8e5cfac68ff051a5fd5b6e7a
The Proud Valley	movie	366371e5ef047c1f93fb9cf475fd749c
Santa Fe	movie	46736b00b0118d7d60a6dac1330e326c
Reckless	movie	3788478d450db550a858372a992b5a10
Gillian Slovo	writer	06ecf85fa39d2b4f747e86ec3dd7a628
Get Over It	movie	d7954e306044487934ef11d86e390e8e
Tommy O'Haver	writer|director	74e8a8937c18f658a3c306cdc8b44acd
Melissa Sagemiller	actor	cb1fe360dc078920370599b02461dbe3
Marthe Villalonga	actor	f564e73c1add6b8e272a924726124c3a
carl reiner	tag	5fc5ec75ed26145e83bba9224b86e268
Sisqó	actor	7e7c04aa82e522b659110a76ce72d530
Laurence Anyways	movie	6905ad7129277f05ce0c9ec520e748e5
Suzanne Clément	actor	f67acf571721ebcd33d448107a38db8c
The Red and the White	movie	bcd75b4e23f75b3fa5470854fd3a6904
Wendy and Lucy	movie	99aeca348934502cc6ec03662be327bf
The Animal	movie	5e2763959db4b668646f8eb7fb2d5624
Colleen Haskell	actor	272c29e25f44cd488d31a99ae9c1efec
Lili Fini Zanuck	director	321a822b04c19e831d92cf17f97de20d
Kim Wozencraft	writer	bd49c4b6124bf35f599a1cd4c83c82c4
Three Monkeys	movie	a6a60ae027235e2d3ecc5c31719d4eb8
Zombie and the Ghost Train	movie	9d0d796683153f21b2bab11844077262
The Wrong Guy	movie	2e05c1dc75b617240bf324d0c0606100
Jay Kogen	writer	5480f6bb460bae760db2b6baa9ea2c9a
David Anthony Higgins	writer|actor	9229a1a5ff7ce3d9390cc664382fd928
Joe Flaherty	actor	9ffeb243f3369411e0551e2019ea9678
Max Payne	movie	a171a8931db222b1912bbdd9378597dd
Beau Thorne	writer	b986aaca23ce8d3d44f9e0dbfd9e4bcd
Ludacris	actor	4ec86fff4e1a5ba1ca4eb84bada23ce9
Tokyo Decadence	movie	293f44dffa7d8b7376432bbace1e748d
Miho Nikaido	actor	27de0a2a8146a1d0b5c6c85c9d7bef86
Baadasssss!	movie	3853fa834e4a66cb45bccf209bc23a0b
finnish	tag	3fe03669e1ba14014dc10c6d3ec4118c
The Poker Club	movie	be7c87e8c6b6e4b202731b0d073c866a
Tim McCann	director	4c5dd83bbbc7c09b301a81faaf5cdad7
statue	tag	cc69c15543ef9f461c914b20f089e0df
sydney greenstreet	tag	ff16639af24638cf7fb8037550d5845f
The Red Tent	movie	62d03ef94a10afa1d414e21ee32aefc0
Sambizanga	movie	6b720f93695121952951e613ebb431aa
Sarah Maldoror	writer|director	9ba8a6bcd2cbe105d1c394a7041266a3
Luandino Vieira	writer	21aca9b88cf25b1ba82ac571109f9ce5
State Property	movie	aaaf1ac52ec07238b021603040fd0241
Abdul Malik Abbott	writer|director	3df1921e72cb076512781153b1b47f2a
Bloomington	movie	6dd3912703c83b6475b22ced6eaf6f86
Memphis Bleek	actor	ac5ad1bbd9c380dceeb799b98be33da2
Omillio Sparks	actor	f1c9c02026cd66fb19345965684c06c8
Rockin' in the Rockies	movie	d49f883b629ce8a885a6da15bc08987c
Curly Howard	actor	274b07872b144f53fdea5f9c3ab0fc98
Running on Karma	movie	0031a39faacb7ea0e7509f4cd84cbe29
Playing God	movie	1beb5310aeaf045beb5f7d7688659cce
Andy Wilson	director	d925a6d3a98f441901531a6bd6d5f9e7
Sitting Pretty	movie	1de4f052a5e8376d20b9574f79a2f650
Suspended Animation	movie	9b9f1a6cfc93af1e1939d6673fc6f10c
The Salton Sea	movie	ce7e9ec2325a8993287b87d4ac594594
Allison McAtee	actor	58b33ff2afc61365f05c28f2e1c85379
Marathon Man	movie	ba38c7683314fb6f7864d193e95b2449
Highway	movie	1de126c3a6750bf468d20115ba0c4a02
Alia Bhatt	actor	dd9680669a84649ae16a4be5cbdd54c3
Randeep Hooda	actor	26ec09a4cce49f71cd813804a1941597
Follow Me, Boys!	movie	9d9fb3cdc7b905e207406320e67492ed
Fat Head	movie	713004ee21fb73439ad63820c8c18183
Tom Naughton	writer|director|actor	c0ef44130819b08d00c00dc892d6f380
Hamburger Hill	movie	0091e9794cc81ed3644aef5b0d1c1be5
Michael Boatman	actor	a6d556a6e153cfb79b881e8df6c3f478
Supercondriaque	movie	e05b7449629b3f1d5e7ca2fcbb788a8e
Sarah Stouffer	actor	7353a577a919e0c904a284209186b0dc
Cabiria	movie	64af74e4d6fc1cd0bd986b4eaa2fb322
Giovanni Pastrone	writer|director	cd340a6a24b44bf77fce688bd5340dec
Emilio Salgari	writer	5a1ac9e85f68022b5c3511588c33920d
A Fugitive from the Past	movie	4934be2185275bbf45f9954ca97d2d9c
Tomu Uchida	director	ab6e48e994fdf57448838d7f191b05b2
Tsutomu Minakami	writer	2903a0e0b9927cbbc6ef0b0179e2a4a4
