name	node_type:LABEL	node_id:ID
Inherent Vice	movie	db54cb8486ebab90219ad7b74e3571a8
Thomas Pynchon	writer	6f41d71149e44b2567538214c55c2b3a
Katherine Waterston	actor	521a5e7308d87546274c5b4ce09a66e4
Joanna Newsom	actor	d96b700b7d2c39f190061596dfb6b463
thomas pynchon	tag	5dafad12ad4deed8081839589c9c8c7f
Incendies	movie	176d2d84faaf2ca22db92918e305bbe5
Virginia Mayo	actor	70d42db75f14cfcf8410950bac3627d1
Casey Robinson	writer	90a88e85593bee2a3d60c259246f47a2
Wajdi Mouawad	writer	62fcf141201897f14803bf1bc23c97c7
mother	tag	d05adfb699d134d3e8c3f7e9e80fa4cb
The Hills Have Eyes Part II	movie	706f0d4533339b49c4b1177ace41ad57
Love Streams	movie	7d4b273a4477e7fd1ae5957ebb5f3191
Camera Obscura	movie	0dbbee73d823b5c6ebe7b692bd571b4c
Hamlet Sarkissian	writer|director	5474a62e2e5cec4a5413a36643015c1d
Molly Bryant	actor	eb647c12a1f33d5baf2a02858d77c074
Pandora's Box	movie	fab9a13c7ea7a1b3f6a1e461974e75b1
Frank Wedekind	writer	66f43905c378d1c2119ea8299079768a
Jessabelle	movie	df70a75d34537fec9c81ae74be92fa17
Rafael Sabatini	writer	00685387be79e620fa6963845de4cd4c
David Andrews	actor	b0e49c5fbd9990968912dfb47429ba97
Joelle Carter	actor	6effb2a8e266c4a7abc730edfdb4a93d
Babylon	movie	51589e10294ca0f72bfeaa4dc5ba258b
Franco Rosso	writer|director	6da7ead48d149c91f88da196e465f04f
Martin Stellman	writer	2ae5250dce4fcba2aae6993a679f6b46
Trevor Laird	actor	24898913d849f049f848c8f2d4a3698e
Strange Bedfellows	movie	c405034cf98216f00fdb814515bc8b65
Sanjuro	movie	d1172dbae42baa1d7711c865bb3e08e4
The Ringer	movie	1c6862eef569d4f4c9a22c5dfbddd047
Barry W. Blaustein	writer|director|actor	a93f928574dcb68ed56aa90f7702ad0b
Basil Rathbone	actor	799b78babff60340de3444298fb24127
Yanks	movie	751ddb2f04cd210da34b27f94b955927
The Naked Man	movie	9da0c881980a73e426c842e70d675184
J. Todd Anderson	writer|director	be8ec9afee9c608e6e61e5456a478b0b
Grim Reaper	movie	f6616ec1b549314c29ba298be0baf68b
Benjamin Pitts	actor	d7ccc8f8c11c19a348c39ce607975dec
Cherish Lee	actor	5f4a77a8a5a56291c4aecaa6d3979b94
Forbidden Games	movie	0f295ee1276990fe0de412783f94bd21
François Boyer	writer	f06e27a873064b6350141e975f140a45
Chitty Chitty Bang Bang	movie	8d4533c5994d9035c8bb94df01186dde
Sally Ann Howes	actor	67e4182fd72f2b8d363ddaf7988b090c
1935	year	b6fc34b07f8a4cca7b5ef5acb6b14dbb
Hotel Transylvania	movie	db7ef7b211b40f69056d0a639d764c24
Genndy Tartakovsky	director	b3af7d6253bdf454892e4a1e0c5a9d7a
andy samberg	tag	804e58475589ac58985eb3101fe7b276
genndy tartakovsky	tag	1c596d70df986b65c340840bd798baeb
Man of La Mancha	movie	2fe6e916adc2d75b0a617649613cfced
Lady Killer	movie	c3468b4e195282bc50134bb7de63a22f
Jean Grémillon	director	521f9983cc63c4ae84d328af30115268
Before Sunset	movie	bae7525b056101a5e6a63731b3616146
Kim Krizan	writer	b0e0d4f93907d03da6fdf58bc3a5d2dd
real time	tag	a24749b46541028fbdebbe13d64ab9be
pirates	tag	85073d3e8d1255a3e54823ea8eb80cc2
It Came from Beneath the Sea	movie	99543b7d2176c0943c02a62d559c0308
Donald Curtis	actor	aeb3491e04894e9b4e761a20196b9429
Road to Bali	movie	14ccb9c0152a2700e3d28ccdc4304279
The Royal Tenenbaums	movie	0aff6311e7a1ed855410f6090b1b7a1b
A Serious Man	movie	19a00ee18c981b6d7ef08b3c1b00a779
Michael Stuhlbarg	actor	c440fbeac411ced6004ab0e9154c75b1
ethan coen	tag	234f414bf39ec845e30ccbe9e32ddd6c
michael stuhlbarg	tag	c2abb5aa55f78b80e16189a53bdf0f01
The Devil Commands	movie	f3924eb208f72a0fe9c470c85bea020e
Blind Dating	movie	9fe3beeeb0edc57d4078e6bce7313032
basil rathbone	tag	e3c8dd360730e96741ca797a1575bf60
Eddie Kaye Thomas	actor	a49b80ed1f87d4f34676a1a76b78952d
Our Modern Maidens	movie	67dd38987a32faa88726e3de5cf2e526
Rod La Rocque	actor	a14ec65a9b785444faba0fc6320d4d04
North West Mounted Police	movie	3060707b4a93105950b0b2bc5b92a682
The Lovely Bones	movie	c4d1017162db873f10fc0bac90ab2108
Alice Sebold	writer	c78e652c05e2d55ee1c2ab72d5e85a2e
The Seventh Seal	movie	13db64da1af51918dd24a1f96dec0bcd
Bengt Ekerot	actor	4cd0530caf0927247b4552c79b5c4aac
seven	tag	5f8ec3da1ea7cd984f389f72e916e14e
Airbag	movie	aa61a092f371df3eb680cdb422ade144
olivia de havilland	tag	c53552d8ea6c3d4c8ebfdb5925ff8738
Juanma Bajo Ulloa	writer|director	6c405b53965da62fa56adf8214a20006
Karra Elejalde	writer|actor	5d8a5493fa87efd406a2b62913b64421
Fernando Guillén Cuervo	writer|actor	65c78facf0039da58f0d6fda07e019be
Manuel Manquiña	actor	cdd56eaf5a372c37681d04dc4f9d40c4
Graveyard Shift	movie	038a8cad28f14391ff73916e7cb9b5a5
Ralph S. Singleton	director	df4bdda80ed8680e22930a0cd05995ce
John Esposito	writer	06c187afb1b87e31f0170b2e576b1183
Firefox	movie	40685b38ac5d656f296e9f0ff6ab350d
Craig Thomas	writer	bb54bca038340e8c16e07dcbc3225d69
Vizontele	movie	814cc05a249a89b704ab1e3a4dc58ac3
A Christmas Story	movie	e3e1c7e39c5e5c8d4df680bd5c81191a
Elissa Landi	actor	62cba6fdda6051d2d74acff2d4b3b7d4
The Second Best Exotic Marigold Hotel	movie	0a7ed891c469d7d65e69d212123f603b
Silkwood	movie	113015017e57eb57c22d991e2f80e058
union	tag	d1b85476e6c277a6d61f3fe505378374
nuclear power	tag	6028b15a96aa30dcdaa87fcabda5ecb1
whistleblower	tag	ffb2ed54f5433c885ebf4dee6a4362de
The Girl from Jones Beach	movie	bd0a22739eda56ee283c33ee9478fcb6
Jack-O	movie	6d5ef29d93e29dfdeb386487978b24db
Steve Latshaw	director	326e70eb1fa5e5ba47e0d6d980258811
Homegrown	movie	4146b45022dd6ff01832792a9037eeaf
Bob Clark	writer|director	bf3ea6155c518a757d4a12fd3498c866
hank azaria	tag	553cca1f98025737ccf46df838a76490
Melvin and Howard	movie	fd935c3e38e6a820ca86ce4a796b97be
Zapped Again!	movie	743d98300570b4bfecdc1cba7d1e2a38
Doug Campbell	director	1654b8758283b8d3faec6a535b4b9071
Mars Attacks!	movie	0e224f4d3c228a9802c2cac9c64a66ff
Jonathan Gems	writer	5fdad25b8bb38d5ea8d27d6280dacc83
Theodora Goes Wild	movie	626be6799648c0219e6745bbf5d8adbb
Richard Boleslawski	director	690e31594dccea2f2ebbd4e0b4535dbf
Mary McCarthy	writer	496e522880b53b2a475a5903e54f285f
richard boleslawski	tag	5bd3bf751fa97182ad8a77296d20b6c0
Jean Shepherd	writer|actor	eef23bf93d6404d2a40d74001de62db5
Heart Like a Wheel	movie	525e1398059c629af39a9d9bdd9c9082
Do You Like Hitchcock?	movie	7f78d109a73bcacfe278a1ef47b8ef84
Trapped Ashes	movie	29c562f3c0a8736e4d2910c5be1ffd99
Dennis Bartok	writer	4e7f3286e115ec55c16927e06ee02503
Yekaterina Rednikova	actor	ab162e654fc573511ab478830368539c
Vladimir Mashkov	actor	f165616e6d7e4164a5a9d85a84346d2b
Say Anything...	movie	202b77f3a17f09a6a10824a647ba6dee
graduation	tag	0b0b01b823c43121457fe28d1764c762
ione skye	tag	00bb0e5385c57d2e0342443a8e5a0f6f
Society	movie	a29a80f2c8bcc3dffee1b84e966e954c
Gordon MacRae	actor	71b351db4b0171f4db2545b066eff57f
classic	tag	d6fc578d75e0965a23dc093f945f24b1
Evan Richards	actor	be9158b006f60fcc080978ead64e5abb
Billy Warlock	actor	f143a723a353c1be167e3589e3f37950
Ben Meyerson	actor	108af7576c50da3e58ecf5d20acbc4c6
Devin DeVasquez	actor	7e15bb5e95957c09aee8a2068dcebcf3
Polly Walker	actor	c725285c2142a19ee42c3bf8d9db3418
Jodhi May	actor	87ecc8f3ee0caef8085423c262b9202b
Welcome to Woop Woop	movie	80f9f72842ea13f5d0ab5dd43ea36de1
Johnathon Schaech	actor	04a02cfe93e0d982c22b1f1e992f06a4
Wrongfully Accused	movie	ebbc04cb14dee295a341e6135cf5538e
Another Woman	movie	82875bd53c6bc76c3019270692d1a352
holiday	tag	39529d325bd778971c3e1cc36505edde
Didier Van Cauwelaert	writer	6a1a473ad94bfb21dcef154c611a8c8c
Best in Show	movie	c46f02818ff970a19910b173e5baf4d0
improvised	tag	85a7d951534c2b91d25955fbc1a065a3
Love Ranch	movie	bb09cb663cdd6c0ff1a7f8fc757f9133
Old Acquaintance	movie	f306c99835ab715f5b2bf3dd98319807
John Van Druten	writer	ee24021647aa82c7d6afd5a2e3dde8d0
John Loder	actor	81a8d08ea0c4f5f12b9ed3fa1f4dc41c
Condition Red	movie	c3097014a0ae17c118376f59e17e029e
All the Real Girls	movie	c9ef30aadb1f9dd09511ed7376bb4b53
The Counterfeit Coin	movie	472b51e9ea56c78906f58ccd07adc542
bob clark	tag	ad6a6b3bed6d6e7cf94693cb032ffaaf
Ilia Livykou	actor	b5a0cd82c2a18213270f6d73c30188e9
Oxygen	movie	e1c1e782ec9965a2ab1cdde48f8b0133
Maura Tierney	actor	60da3210681fd721b14f9cf097254fa9
Dune	movie	8145345120eaeb828132fe4ae3e4270a
Frank Herbert	writer	becfaafa5e2fdcb5e93207c3f5183892
frank herbert	tag	8fb87695d5e88ba452302ae3633b2903
The Waiting Room	movie	883e7f9aafcd6f9649fed00da11b8b30
Roger Goldby	writer|director	f80a4d32e5d494610d484c4ba6f943fe
Head Above Water	movie	ba237203053e24e2bd20b555a7ddf68e
Sleepless Night	movie	51d157fa8642f7d77a15c53e1fb854c2
Nickelodeon	movie	1fc2a0746033456069bf9b4a7f38257f
Serge Riaboukine	actor	f32524d95be12a79788a1e7642b6f8ed
Tomer Sisley	actor	b40f0f56c2e0a2cdaa4544be90cf4564
Hush	movie	e6881330cbf49973c24be8fad3c7d6af
Christine Bottomley	actor	c097ddd15b7b79c9529c52211eb8c255
Intermission	movie	6ff54f3c609bd5fdb2b35174ad82094d
Mark O'Rowe	writer	41406f4680da1608f6ceb57412e26ffe
Up the River	movie	3747763add21a750139fc61373074d6b
Black Hawk Down	movie	b01461d9fc33822efd837b90873845de
Ernest Goes to Jail	movie	06f78d883617dce51e843f495b17cc9a
Cinema Verite	movie	10e213ffce668b2ef336366eea3f0af2
Peter Bogdanovich	writer|director|actor	ed901fb9c078ad4c4103f3c7aacd2485
Girlhood	movie	8b46d11bfa31113ae81665eefa1b1c08
Back to School with Franklin	movie	670e57d06466ecf6a51f008fdab62c4b
Bryn McAuley	actor	3db08cabf26c138e3c3bc27369c21a03
Cole Caplan	actor	27e89f7afd3dac77efdf9f07e4d20905
Carnage	movie	952149b3344d3be1c38e0f147260e611
Yasmina Reza	writer	397b20b5718ea7597d84ec670458e58f
Deterrence	movie	24d98fe9fc516d1ae51415bf57d2d7bd
The Hunt	movie	711c3a971e3a17243dcd317211d26948
kindergarten	tag	fea28a49c6977474af27bb8588c261a2
English Vinglish	movie	c71025688101a2210cb8b33fc793bc15
Burt Reynolds	director|actor	3e245f16d270d5b2146b4c4369d2dc2e
Gauri Shinde	writer|director	0437b85f79fa9e08406c500c12a7d168
Adil Hussain	actor	615041eee4f11721b5d194304b654257
Mehdi Nebbou	actor	0ff7053e8ca51789a27b6d11ae5a0013
Priya Anand	actor	51958eb5f658b4264999e7f49108cf2f
Sridevi	actor	c00cb1bae610df4fc05988131662d07f
Telugu	language	0d0acd1c359ccdc6296525cf17faca47
Megamind	movie	dffd9ae5bca3436bfa152f2978b42c1c
Tom McGrath	writer|director|actor	95c85a3558a26a288a0f08f387401a86
david cross	tag	ec376d102ef308cb024cac572bc674d2
tom mcgrath	tag	062fe4eb19bf9a237f77940f2d743640
Tatum O'Neal	actor	31482bafc13796b843ad597bb3bcbc1e
Castle in the Sky	movie	21bf315a1e5b7f62e2fec03a8220c613
The Cat in the Hat	movie	03dba93a3daa4db5828d0b669833c545
I Am Love	movie	6883dcfad1505b382857952ec630a80a
Luca Guadagnino	writer|director	da213183c861ee657e70b39573c4d9a6
Wish Upon a Star	movie	8c47ce04a71c8e09cd6d9a3f591928e1
Blair Treu	director	5b782e1a7a30d8ef5ce4fd308dd3e6bd
Jessica Barondes	writer	26e9f3df1940a548247a33d1c6b4a1dc
Ann Reinking	actor	7e62b90f3ad9243ad5849c537536013d
Our Relations	movie	cd24fda01d3b99f61a21182e8acc4862
That Old Feeling	movie	fee593a0f5eb532a8fe0b5e516bd876c
The American	movie	f989fed80b68013bd80b779a5cf8fc43
Alabama Moon	movie	66e88b842e9e14c2a8195ae39935c845
Watt Key	writer	4c5d3a2cefa30894d99481550c9b01b7
Blondie on a Budget	movie	2dbe1ee7c94f0db3e3182ea441f83d08
Frank R. Strayer	director	789dbe9ad6e5450ef81930c2f631217b
Penny Singleton	actor	42f741d7497f8d4957ff6e86c80963ee
Arthur Lake	actor	f358bd250bd7ff2b536d8d62ec086ec0
In the Realm of the Senses	movie	3d79a8fff5fe856b6626477e626e02ec
Tatsuya Fuji	actor	1d48196ca4c38528747415b7e0402bee
Eiko Matsuda	actor	cd80d4a9ac9fcc9a011b33f70a43f15b
Under the Cherry Moon	movie	c947742012b2ed2f5b2fc815951598d2
Martin Booth	writer	6027e5a229a7931d3f099943dc40d563
Jerome Benton	actor	1b7672f56ca6f2954e8439385e25d065
Echelon Conspiracy	movie	9aee4ab8b2e5b2ff852e49c406617117
Greg Marcks	director	17f3abfd4cb41bc80c38918c88fefdd1
Shane West	actor	94421c8b6b645aff18fd40c63648d750
shane west	tag	a1dd13d8e56b522f7335f7699b0a01a1
Shotgun Stories	movie	456b878a1e2e2c5981281455b83c83d2
Michael Abbott Jr.	actor	227efe2e214786ec6ed6ae787981ceee
Man of Aran	movie	5c14331e23a317c2ef437f6a780014c5
Pat and Mike	movie	710e4a31846518b7ad1fa7c26e8eec2a
hepburn and tracy	tag	243d62e4649593df9facd270c26035ba
George Clooney	writer|director|actor	adb3e35aff4aa7174abd2a622222feac
Into the Storm	movie	8b8da44c9c8378297c0afde662d6dbac
Steven Quale	director	e69c8d052c861ef861fb09364e289630
John Swetnam	writer	81d3895b0c9e4ea2684bba1ab82c09d7
Richard Armitage	actor	77c280acb4a412b2297e8e91e5435649
richard armitage	tag	3091a093acd4cad273976ea47282018a
Small Apartments	movie	8d1aee64546b77893370d91cd3afd6f4
Chris Millis	writer	3cdaa7d123c72c747cf05f67a234cc4c
Matt Lucas	actor	3753eeac97c2cc9a2e6086e238c48546
Who Killed Bambi?	movie	0610c70a06cbf19211bbeafdb6388f8d
Gilles Marchand	writer|director	892156b038a8723b332903a67527c215
Gene Nelson	writer|director|actor	067fafcc2be813d15465eb3877fe6108
Irina Björklund	actor	b23b85a3794a849d59b5a2c0dc65e682
9 Songs	movie	1bc01d9e464327275ccc874cd0f9853e
ejaculation	tag	8ece235157d433b0553d7dd4f290b0ff
Two Weeks in Another Town	movie	a53c4f67df1701577084cf26f5e4d1dc
Kumiko, the Treasure Hunter	movie	3e4e2313fa867e81b7695185c679a69a
David Zellner	writer|director|actor	c1f4467234ceb7b9279d6df087916d2e
Nathan Zellner	writer	72467cc12c37b5e0e40f565ce690ab9c
Nobuyuki Katsube	actor	6f2a3d89429f5f41905dc4be55e2f435
Shirley Venard	actor	096a7eeea06631d4c15d548398a471e0
Cat on a Hot Tin Roof	movie	53f12f0f10d7bc6865b9fd75c29a7e21
The 300 Spartans	movie	f836e47259dd2e9ae6bde658393244fc
george clooney	tag	982f67918a350e8722dd38f717eb5bd8
Barry Coe	actor	a3fb83c23573dc87504052c0dfb92285
The Great Rock 'n' Roll Swindle	movie	5ba17042153ae87c2bd83934ca01662b
Training Day	movie	b689910f1fe38cc193f265a274ec467c
Poor White Trash	movie	7d7e32c47e099c07b00eb70984f9428b
Michael Addis	writer|director	3bca5e32fd85eaac4c65350bec7ab07c
The Juror	movie	403767f2c409011ed4169154ddfb57b9
It's Complicated	movie	ca07db4603231d93890207c7c905c306
Breezy	movie	0072b481d61a0eb56ff09c7f0b6f1fbd
Jo Heims	writer	1de709170684190c167a0b1b32355045
How to Steal a Million	movie	df3d19526f566c39af60878399cd33a4
Colonel Redl	movie	aede6562870ee28a6bd558adb27a02ff
The 4th Floor	movie	5d5230a80a1d88d100deedc41782cdd8
Josh Klausner	writer|director	1a1977683c0fe3e47482a045e6ddb869
Austin Pendleton	actor	e8903fa263aeb65a74eefebbf553291b
I See a Dark Stranger	movie	1f3893abf49db7a2cfad0c578b3795cd
frank launder	tag	acc0ae7b660f65eb7396a5d1fa702922
Tension at Table Rock	movie	082c9b6759e48d06cb7c5f59cac42778
Crime Wave	movie	0d39aa3d8373c2400113869371a6a5fc
Ward Hawkins	writer	e7d0b6d4ef77cc6d6f471a313b47413d
