src:START_ID	dst:END_ID	relationship:TYPE	source
bfd432ff4e06745348e659920b4d310c	8f9e83d0a2eece674b4ade298d518d34	has_tags	metaqa
9a7700a6678db39feb88ee78ece41ff8	92b83f3922f08d74b68b7790aef43544	starred_actors	metaqa
9a7700a6678db39feb88ee78ece41ff8	d3b72851ac9836358916a069dbc94ff7	release_year	metaqa
9a7700a6678db39feb88ee78ece41ff8	49e31cfc0d7a5380d1bee2114dc7dc2c	has_tags	metaqa
95fe8e2726dded359d022cdeed11fe93	44723839d0924053a15c3dfaa20858da	directed_by	metaqa
95fe8e2726dded359d022cdeed11fe93	b2b8ee06e29d90fe49ecedd7b6efec0b	written_by	metaqa
95fe8e2726dded359d022cdeed11fe93	98e32326b10b63f51bdae17114575687	written_by	metaqa
95fe8e2726dded359d022cdeed11fe93	a0fd9666db84aac7ea4d8c8f563c811f	written_by	metaqa
95fe8e2726dded359d022cdeed11fe93	341dba9da483855f09cbcaa99829320d	release_year	metaqa
95fe8e2726dded359d022cdeed11fe93	06632354e6bc60c5aa40066278949ecf	has_genre	metaqa
95fe8e2726dded359d022cdeed11fe93	633b3dbedfc3e9e03b2cc097c0fa80b8	has_tags	metaqa
95fe8e2726dded359d022cdeed11fe93	10bc64723f3f032d7d878ac8dad2419a	has_tags	metaqa
3419e930ba6dbbbf018d30cf62e60e5c	039fd5d8c4fe956f92180cef8d78fc00	directed_by	metaqa
3419e930ba6dbbbf018d30cf62e60e5c	cc20af9f6a6d132991472934ec692a62	starred_actors	metaqa
3419e930ba6dbbbf018d30cf62e60e5c	4503c55cfc154a314cd896f1e6458fbe	starred_actors	metaqa
3419e930ba6dbbbf018d30cf62e60e5c	db1821c797cd29d5c59a86d37afdaad8	release_year	metaqa
ec9b514e28c4c20ed2e04341714d64b9	e2fda0ab14dcb752c0350bcf8e4b4ad6	directed_by	metaqa
ec9b514e28c4c20ed2e04341714d64b9	1643792e36946aaf25d7800215c3e72e	starred_actors	metaqa
ec9b514e28c4c20ed2e04341714d64b9	e1b7ca7e0ea67cc95a59eabf09f5ee7c	starred_actors	metaqa
ec9b514e28c4c20ed2e04341714d64b9	97808758548c3b2a7a60a3fc97c1d610	release_year	metaqa
ec9b514e28c4c20ed2e04341714d64b9	85760feee032b3106c31573ca6f5b695	has_tags	metaqa
035ade5ac6792d37407521ca1ecfbbf1	2ecf51ee55bf1169f37c6fff0c6a14da	directed_by	metaqa
035ade5ac6792d37407521ca1ecfbbf1	2ecf51ee55bf1169f37c6fff0c6a14da	written_by	metaqa
035ade5ac6792d37407521ca1ecfbbf1	f19510e1f49a59dd49c464e778e29f1d	written_by	metaqa
035ade5ac6792d37407521ca1ecfbbf1	737d01fbf166da10faacc7f5a352396e	written_by	metaqa
035ade5ac6792d37407521ca1ecfbbf1	2c895e60742e9118b3f54b69db86b45c	starred_actors	metaqa
035ade5ac6792d37407521ca1ecfbbf1	49a0b497061f4ed6989357621e1229f4	starred_actors	metaqa
035ade5ac6792d37407521ca1ecfbbf1	7366e4c5a4d51c8c282dedc96ccbf1d2	release_year	metaqa
035ade5ac6792d37407521ca1ecfbbf1	0b202860c9c599965721e981a13bdcc1	in_language	metaqa
035ade5ac6792d37407521ca1ecfbbf1	39fccdfe8b9a4b2d6e22095d2c79ae33	has_genre	metaqa
035ade5ac6792d37407521ca1ecfbbf1	f61a7dbda261ef3d2ec278c9b16db950	has_tags	metaqa
035ade5ac6792d37407521ca1ecfbbf1	4e33e4dba15e242fd4c159074a810327	has_tags	metaqa
035ade5ac6792d37407521ca1ecfbbf1	27ab7d9ef6aec201e5d6f87110bc7f7a	has_tags	metaqa
dd6e4693d33d53f6d00436e491ef012d	8922661b2f6d83ce3a9a4c978c32e633	directed_by	metaqa
dd6e4693d33d53f6d00436e491ef012d	8922661b2f6d83ce3a9a4c978c32e633	written_by	metaqa
dd6e4693d33d53f6d00436e491ef012d	01244f4fc7dfad18a42c2198e4d695bc	starred_actors	metaqa
dd6e4693d33d53f6d00436e491ef012d	df3c1c9947faf55b36a96e6aaa4bdb8e	starred_actors	metaqa
dd6e4693d33d53f6d00436e491ef012d	97808758548c3b2a7a60a3fc97c1d610	release_year	metaqa
dd6e4693d33d53f6d00436e491ef012d	eba518aaa46a4bc0ef3eaffc2a0863e0	has_genre	metaqa
dd6e4693d33d53f6d00436e491ef012d	75d886942bea41d3fe4cecd93f369349	has_genre	metaqa
e285fdca0cd6146be125e7ee6a514f4d	4e919532089e2edaa9e16581096957cb	directed_by	metaqa
e285fdca0cd6146be125e7ee6a514f4d	660654b478a27688c09edffdd28ae258	written_by	metaqa
e285fdca0cd6146be125e7ee6a514f4d	14028d3d805077b99fe50a992dfb29ad	starred_actors	metaqa
e285fdca0cd6146be125e7ee6a514f4d	c5d6dccffd5f74212b09cfeb3b063a77	release_year	metaqa
e285fdca0cd6146be125e7ee6a514f4d	baea73df6803f8e348233a16aafd85e1	has_tags	metaqa
e285fdca0cd6146be125e7ee6a514f4d	608a321d500309e039e9b9aedf67d493	has_tags	metaqa
e285fdca0cd6146be125e7ee6a514f4d	24e120500f8b2c650f0d8dd9eb70872a	has_tags	metaqa
e285fdca0cd6146be125e7ee6a514f4d	7c27ed6e8666c09f3f7e300c8973a7cd	has_tags	metaqa
94690aaac29a078043db43ac20ae1dac	8e665044c5cb53aa6a7978202070adaa	directed_by	metaqa
94690aaac29a078043db43ac20ae1dac	8e665044c5cb53aa6a7978202070adaa	written_by	metaqa
94690aaac29a078043db43ac20ae1dac	f6db43ad4e3afbc5f2e60e325b36973e	starred_actors	metaqa
94690aaac29a078043db43ac20ae1dac	ec858a06eee1273a599654b8d164cb6b	starred_actors	metaqa
94690aaac29a078043db43ac20ae1dac	61f487e7f1dbe6d969b4cfc00c4d32e6	starred_actors	metaqa
94690aaac29a078043db43ac20ae1dac	8553876d4b599bd840f1f7d3df2f0649	starred_actors	metaqa
94690aaac29a078043db43ac20ae1dac	7366e4c5a4d51c8c282dedc96ccbf1d2	release_year	metaqa
94690aaac29a078043db43ac20ae1dac	eba518aaa46a4bc0ef3eaffc2a0863e0	has_genre	metaqa
e84ed5fa87d9139c26dd948f18f95cbf	47a6fc8eb322ed9c0fe5a94ef94812ac	directed_by	metaqa
e84ed5fa87d9139c26dd948f18f95cbf	dc7066e920ebdaf9b68c245fb59ef101	written_by	metaqa
e84ed5fa87d9139c26dd948f18f95cbf	80fc5792386321235ef9af522ead2a84	starred_actors	metaqa
e84ed5fa87d9139c26dd948f18f95cbf	5e8f6cc78a8750457ecfcd97cea238d7	starred_actors	metaqa
e84ed5fa87d9139c26dd948f18f95cbf	cdf9f118870a39ce9c0a5b46b2166370	starred_actors	metaqa
e84ed5fa87d9139c26dd948f18f95cbf	281489de72626634b664a390101b616a	starred_actors	metaqa
e84ed5fa87d9139c26dd948f18f95cbf	77ce75cf888e12068b2e63bf1cb24018	release_year	metaqa
e84ed5fa87d9139c26dd948f18f95cbf	eba518aaa46a4bc0ef3eaffc2a0863e0	has_genre	metaqa
e84ed5fa87d9139c26dd948f18f95cbf	ea7c02daf5ac76343e645e7045a11394	has_tags	metaqa
e84ed5fa87d9139c26dd948f18f95cbf	5cecf5f0004a012fa4a0ad0d037baf7f	has_tags	metaqa
e84ed5fa87d9139c26dd948f18f95cbf	af942e9d70f1c62110dacaac9ce87a15	has_tags	metaqa
e84ed5fa87d9139c26dd948f18f95cbf	dd7eae5b15ff241b71a4ea152e191ad9	has_tags	metaqa
e84ed5fa87d9139c26dd948f18f95cbf	1447ee22e5040b9ddbb14c1bd139abfb	has_tags	metaqa
e84ed5fa87d9139c26dd948f18f95cbf	fd6044df3283e511ac2387352b506df4	has_tags	metaqa
a5f118634a24a3b9590255ce837fd63e	7a0c0a6d4889543bd9398d7b7709a2ac	directed_by	metaqa
a5f118634a24a3b9590255ce837fd63e	7a0c0a6d4889543bd9398d7b7709a2ac	written_by	metaqa
a5f118634a24a3b9590255ce837fd63e	41718c582afb546cfbf765ca22cab0da	starred_actors	metaqa
a5f118634a24a3b9590255ce837fd63e	f6b493307e45a7775978fbe413dbac58	starred_actors	metaqa
a5f118634a24a3b9590255ce837fd63e	1de4eb6daff3926f9168ee95ef787071	starred_actors	metaqa
a5f118634a24a3b9590255ce837fd63e	068913f8e04dad8fbce375cd8bc13a45	starred_actors	metaqa
a5f118634a24a3b9590255ce837fd63e	1a07d2c0b1d343bc9ace5bbdc50d4497	release_year	metaqa
a5f118634a24a3b9590255ce837fd63e	07b051c09e599aad3d72685af9e66861	has_genre	metaqa
a5f118634a24a3b9590255ce837fd63e	76b6e601d6f76329cf0fc6e47fb71563	has_tags	metaqa
a5f118634a24a3b9590255ce837fd63e	1adc966f918abe571119a5051e1ce1e2	has_tags	metaqa
e9ccccf61fa5ab47ccf61655693abd96	c084ecb3b33d734dd428591da116deeb	directed_by	metaqa
e9ccccf61fa5ab47ccf61655693abd96	f6b54cd83e382e61080f3e7e8af9532f	directed_by	metaqa
e9ccccf61fa5ab47ccf61655693abd96	f0e3909f0dd18aa8fe4b4c046888f537	written_by	metaqa
e9ccccf61fa5ab47ccf61655693abd96	f6b54cd83e382e61080f3e7e8af9532f	written_by	metaqa
e9ccccf61fa5ab47ccf61655693abd96	c084ecb3b33d734dd428591da116deeb	written_by	metaqa
e9ccccf61fa5ab47ccf61655693abd96	a7f49e027a20696967efe47ac94cb1cf	release_year	metaqa
e9ccccf61fa5ab47ccf61655693abd96	75d886942bea41d3fe4cecd93f369349	has_genre	metaqa
e9ccccf61fa5ab47ccf61655693abd96	df44ee4841a0f1d42d64c46ad03a3451	has_tags	metaqa
e9ccccf61fa5ab47ccf61655693abd96	ad7597e01ecac7fb25fc39f97b7fc998	has_tags	metaqa
55c1e8e947ff86e304775fdf34bd1ee5	e3ddc158515a934fdbf4102916799fd9	directed_by	metaqa
55c1e8e947ff86e304775fdf34bd1ee5	420d4c58d04b3f019a117ab243ca93e0	starred_actors	metaqa
55c1e8e947ff86e304775fdf34bd1ee5	a1029eb60469eb20961bb73c4b859558	release_year	metaqa
55c1e8e947ff86e304775fdf34bd1ee5	75d886942bea41d3fe4cecd93f369349	has_genre	metaqa
55c1e8e947ff86e304775fdf34bd1ee5	9c930e776361d67eae3d4b1ab2bc1ce7	has_genre	metaqa
55c1e8e947ff86e304775fdf34bd1ee5	a03f553cb1d2d52a5bb545909d6a3b9d	has_tags	metaqa
fead8c4cc90011b989b622c92feaa5b0	86d9127c6b825b65e09c382d17eb939e	directed_by	metaqa
fead8c4cc90011b989b622c92feaa5b0	a3c63794b263279ec6775e8c441095a3	written_by	metaqa
fead8c4cc90011b989b622c92feaa5b0	3e05aaa5c779364209250ec90a47841d	starred_actors	metaqa
fead8c4cc90011b989b622c92feaa5b0	cd33e56f945090b4297be07056be6821	starred_actors	metaqa
fead8c4cc90011b989b622c92feaa5b0	d7ede0fea0c2118e479929567a245f64	starred_actors	metaqa
fead8c4cc90011b989b622c92feaa5b0	da3e1d807ed3494a02d1bc60840d0e70	starred_actors	metaqa
fead8c4cc90011b989b622c92feaa5b0	e7999b786cb91e951e3e1d97aac4fe85	release_year	metaqa
fead8c4cc90011b989b622c92feaa5b0	83c9e534aeaca461d6de090938e9ff4e	has_tags	metaqa
fead8c4cc90011b989b622c92feaa5b0	72b4660a919c98828312a2d78f2be0cf	has_tags	metaqa
664606376c1369a0bdf266d8f2d8d773	2beedee28d4787410bc2e309724fce04	directed_by	metaqa
664606376c1369a0bdf266d8f2d8d773	70a9f43aaad8cfe0a3ba20e44feb2145	written_by	metaqa
664606376c1369a0bdf266d8f2d8d773	339d96f62583c05321f7fb7ae9efedc1	starred_actors	metaqa
664606376c1369a0bdf266d8f2d8d773	e18a5379335141b6e1e08d96b6b260cf	starred_actors	metaqa
664606376c1369a0bdf266d8f2d8d773	2b2ee96b4e1b901d33ca3a3821c15cca	starred_actors	metaqa
664606376c1369a0bdf266d8f2d8d773	ac0b3bf27a0bb5aa8d85a9d6d641a38a	release_year	metaqa
664606376c1369a0bdf266d8f2d8d773	06632354e6bc60c5aa40066278949ecf	has_genre	metaqa
758b17fa51f78099a7059811f4965bf0	2ff4f34743c4df0d0321927ad314e1c4	directed_by	metaqa
758b17fa51f78099a7059811f4965bf0	1bb99b72db0c70ce1a269aeb2edc4d70	written_by	metaqa
758b17fa51f78099a7059811f4965bf0	9eb0cb48f11e40497488b79f6b06ca0e	written_by	metaqa
758b17fa51f78099a7059811f4965bf0	bc9988f1e97b06a01fd7c4799c9c86c8	starred_actors	metaqa
758b17fa51f78099a7059811f4965bf0	70d42db75f14cfcf8410950bac3627d1	starred_actors	metaqa
758b17fa51f78099a7059811f4965bf0	d32b3c21d0615858869e31c3245116e8	starred_actors	metaqa
758b17fa51f78099a7059811f4965bf0	74cb08f49623a97019092e49d6f23e8d	release_year	metaqa
758b17fa51f78099a7059811f4965bf0	c93bd027c3124859b3afb6892d05dae8	has_genre	metaqa
758b17fa51f78099a7059811f4965bf0	8c93f3a90a57bd26891e709ceb771c5c	has_tags	metaqa
bbae0a2a17b8f2ad8227dc68d611e5bc	797222f9dffd7cf53addb045d5c17ffb	directed_by	metaqa
bbae0a2a17b8f2ad8227dc68d611e5bc	797222f9dffd7cf53addb045d5c17ffb	written_by	metaqa
bbae0a2a17b8f2ad8227dc68d611e5bc	0ca47bbab372c183b98ee1a29c00e5ed	starred_actors	metaqa
bbae0a2a17b8f2ad8227dc68d611e5bc	1af67aaa9e1c9635af28a3fc8c2f383b	starred_actors	metaqa
bbae0a2a17b8f2ad8227dc68d611e5bc	309f197609afd272d0c7309d48402847	release_year	metaqa
bbae0a2a17b8f2ad8227dc68d611e5bc	eba518aaa46a4bc0ef3eaffc2a0863e0	has_genre	metaqa
bbae0a2a17b8f2ad8227dc68d611e5bc	8a095bf32dfcbd0b87a172df1dd4aa4a	has_genre	metaqa
933faeff05631430b5e935131d8ce093	3c0409362632a7e716356920969b40c4	directed_by	metaqa
933faeff05631430b5e935131d8ce093	17ed08481aff007b71a0f8c45b9b1a25	written_by	metaqa
933faeff05631430b5e935131d8ce093	fb13d5e0b77de09457607cda7a232de3	release_year	metaqa
933faeff05631430b5e935131d8ce093	c93bd027c3124859b3afb6892d05dae8	has_genre	metaqa
933faeff05631430b5e935131d8ce093	5cecf5f0004a012fa4a0ad0d037baf7f	has_tags	metaqa
933faeff05631430b5e935131d8ce093	ac81b465471e2467bd0991a9c19303f2	has_tags	metaqa
933faeff05631430b5e935131d8ce093	a013be58a5d3945c27565ac4bfc27f78	has_tags	metaqa
933faeff05631430b5e935131d8ce093	6572f915235a1f7f4f5685b3f9e3f29f	has_tags	metaqa
933faeff05631430b5e935131d8ce093	afec6e2ec5f22b2c0c370da479aa6740	has_tags	metaqa
933faeff05631430b5e935131d8ce093	b7c50b0de12c4caef1e0a26aff79f5f1	has_tags	metaqa
933faeff05631430b5e935131d8ce093	6d484c03ce4be1fe830cd7780b1edf38	has_tags	metaqa
933faeff05631430b5e935131d8ce093	ce43adca46ddeca4c32297f6f07c4da9	has_tags	metaqa
69fc4182460142d49b77f65754e4b0ae	ec8bb8c6b567de0197627aa2b0216dec	directed_by	metaqa
69fc4182460142d49b77f65754e4b0ae	cc02759657a6e42d9a5a5a7de48edeb8	written_by	metaqa
69fc4182460142d49b77f65754e4b0ae	3fbb8108f7784731151334dec00a8045	starred_actors	metaqa
69fc4182460142d49b77f65754e4b0ae	352da7b19f3ddccc3aff2dbcade91b6a	starred_actors	metaqa
69fc4182460142d49b77f65754e4b0ae	7784836ead77644f35a4de0b3cf68fd9	starred_actors	metaqa
69fc4182460142d49b77f65754e4b0ae	9bd899dad23e0a880b7cea323eaaccfd	starred_actors	metaqa
69fc4182460142d49b77f65754e4b0ae	5794c816715af29d266dc708392f7a93	release_year	metaqa
69fc4182460142d49b77f65754e4b0ae	75d886942bea41d3fe4cecd93f369349	has_genre	metaqa
69fc4182460142d49b77f65754e4b0ae	31dede258bf388fb9eb36b2e018f71a7	has_tags	metaqa
5c2519fe5e8fba44a360f9da3c691903	a55f73661c6821e1e07c147e1271d86c	directed_by	metaqa
5c2519fe5e8fba44a360f9da3c691903	fbb79cc1924160ce722d7d192e05b2b6	starred_actors	metaqa
5c2519fe5e8fba44a360f9da3c691903	a1029eb60469eb20961bb73c4b859558	release_year	metaqa
f4338d5803cdc95f3b8edafea7db1d90	79ad91863222784c096e5093c141898f	directed_by	metaqa
f4338d5803cdc95f3b8edafea7db1d90	79ad91863222784c096e5093c141898f	written_by	metaqa
f4338d5803cdc95f3b8edafea7db1d90	5736cc6491bc2b12c53618c26e4a7039	written_by	metaqa
f4338d5803cdc95f3b8edafea7db1d90	cd1291d9e08c2d5b798f23f3db58cfee	starred_actors	metaqa
f4338d5803cdc95f3b8edafea7db1d90	d100997f5167bac2f4423878b25bb0c3	starred_actors	metaqa
f4338d5803cdc95f3b8edafea7db1d90	3e3035450ca9bb0a3c7921b3d3ddea30	starred_actors	metaqa
f4338d5803cdc95f3b8edafea7db1d90	cf2521dfac73c450c765f26d322caa81	release_year	metaqa
f4338d5803cdc95f3b8edafea7db1d90	eba518aaa46a4bc0ef3eaffc2a0863e0	has_genre	metaqa
312618082685b1f5384ce8075a132170	6f7484f2280b9610a0037ad70e5fbc17	starred_actors	metaqa
312618082685b1f5384ce8075a132170	5a776059852722674520b638e69d072c	starred_actors	metaqa
312618082685b1f5384ce8075a132170	5daf56ae82e59efc6bd92edbbccea8b9	starred_actors	metaqa
312618082685b1f5384ce8075a132170	f9cb085901914e56cad1135e74227495	release_year	metaqa
312618082685b1f5384ce8075a132170	75d886942bea41d3fe4cecd93f369349	has_genre	metaqa
d16bfd5cfd7bec35d4b19d7f65f23d3f	3d43c5f3cd3577a30274ef15942a6164	directed_by	metaqa
d16bfd5cfd7bec35d4b19d7f65f23d3f	3d43c5f3cd3577a30274ef15942a6164	written_by	metaqa
d16bfd5cfd7bec35d4b19d7f65f23d3f	e132ae38292d72a55d054ea2f32cb07d	written_by	metaqa
d16bfd5cfd7bec35d4b19d7f65f23d3f	bf26c95bd669c2fb75aba6ccb52a167a	starred_actors	metaqa
d16bfd5cfd7bec35d4b19d7f65f23d3f	97808758548c3b2a7a60a3fc97c1d610	release_year	metaqa
d16bfd5cfd7bec35d4b19d7f65f23d3f	eba518aaa46a4bc0ef3eaffc2a0863e0	has_genre	metaqa
f236d64a35537457b50cfea69a9052f2	05056c13587cb7439874e45bd7d602cb	directed_by	metaqa
f236d64a35537457b50cfea69a9052f2	05056c13587cb7439874e45bd7d602cb	written_by	metaqa
f236d64a35537457b50cfea69a9052f2	05056c13587cb7439874e45bd7d602cb	starred_actors	metaqa
f236d64a35537457b50cfea69a9052f2	333175e39bc768857e31b5a4a004371a	release_year	metaqa
f236d64a35537457b50cfea69a9052f2	dfe6cadf9e3c986d57574c0f54f2ec00	has_genre	metaqa
f236d64a35537457b50cfea69a9052f2	23404a76394e71087c4f2abf83c8cfbf	has_tags	metaqa
f236d64a35537457b50cfea69a9052f2	4297c8c521a0d3910cdab7f0f7059a1b	has_tags	metaqa
f236d64a35537457b50cfea69a9052f2	c4ea37b3e89fe3bdf47484b7b1cc9eff	has_tags	metaqa
89d8b0aef0af8c9a83896ce2b34ac181	c23d801657b908ce3a1ddafb3ba75dd3	directed_by	metaqa
89d8b0aef0af8c9a83896ce2b34ac181	c23d801657b908ce3a1ddafb3ba75dd3	written_by	metaqa
89d8b0aef0af8c9a83896ce2b34ac181	834f319321b886234f8462e42f04fc46	starred_actors	metaqa
89d8b0aef0af8c9a83896ce2b34ac181	f90415ada86ce67f76ec0f5d5c30f78d	release_year	metaqa
89d8b0aef0af8c9a83896ce2b34ac181	eba518aaa46a4bc0ef3eaffc2a0863e0	has_genre	metaqa
89d8b0aef0af8c9a83896ce2b34ac181	df44ee4841a0f1d42d64c46ad03a3451	has_tags	metaqa
89d8b0aef0af8c9a83896ce2b34ac181	30993d43e54c3d2601ae7c2e71d1aa66	has_tags	metaqa
89d8b0aef0af8c9a83896ce2b34ac181	7035d90911f64e333f793e03b20421d1	has_tags	metaqa
89d8b0aef0af8c9a83896ce2b34ac181	35d97e08301fd1d3ba0c6478089c82a0	has_tags	metaqa
89d8b0aef0af8c9a83896ce2b34ac181	d0cec32f5ae0ee3fcbf68c98d3f13d1d	has_tags	metaqa
89d8b0aef0af8c9a83896ce2b34ac181	6342c9b4d3797b1a7e8e37a154f639af	has_tags	metaqa
89d8b0aef0af8c9a83896ce2b34ac181	b852cb6885c2000ff9d9ba199b9a094d	has_tags	metaqa
51cc65f543ef0f506969fa3f0764c3c3	2238679ad5bee514b3a2c410feda6a0b	starred_actors	metaqa
51cc65f543ef0f506969fa3f0764c3c3	3b58587b920cd2072ca7f0097d5db908	starred_actors	metaqa
51cc65f543ef0f506969fa3f0764c3c3	c39a43c3b170727d81ee65bd02e4e56d	starred_actors	metaqa
51cc65f543ef0f506969fa3f0764c3c3	cb90b240fd94df9050b7abc05d7a5a98	starred_actors	metaqa
51cc65f543ef0f506969fa3f0764c3c3	94f8b7c3828c0351c43fc1185533513f	release_year	metaqa
51cc65f543ef0f506969fa3f0764c3c3	dfe6cadf9e3c986d57574c0f54f2ec00	has_genre	metaqa
51cc65f543ef0f506969fa3f0764c3c3	07b051c09e599aad3d72685af9e66861	has_genre	metaqa
226fb775c233d8722268d3ccbb77b812	de676403b49aff5358a1b1ea61aa0a11	directed_by	metaqa
226fb775c233d8722268d3ccbb77b812	de676403b49aff5358a1b1ea61aa0a11	written_by	metaqa
226fb775c233d8722268d3ccbb77b812	de676403b49aff5358a1b1ea61aa0a11	starred_actors	metaqa
226fb775c233d8722268d3ccbb77b812	97808758548c3b2a7a60a3fc97c1d610	release_year	metaqa
226fb775c233d8722268d3ccbb77b812	0b202860c9c599965721e981a13bdcc1	in_language	metaqa
226fb775c233d8722268d3ccbb77b812	2621d150ea27e4b188769194cf6d19d4	has_genre	metaqa
226fb775c233d8722268d3ccbb77b812	7e710bcd11f3ff715816e0be5baf6b62	has_tags	metaqa
226fb775c233d8722268d3ccbb77b812	67752212e9f419201f47cfa1c6d37b70	has_tags	metaqa
8a150a5a00e339ebe666a1277caba70c	91d13ad7eef70d20a12055d412283de0	directed_by	metaqa
8a150a5a00e339ebe666a1277caba70c	91d13ad7eef70d20a12055d412283de0	written_by	metaqa
8a150a5a00e339ebe666a1277caba70c	21b9390b2088cc35886ef8570b336036	release_year	metaqa
8a150a5a00e339ebe666a1277caba70c	75d886942bea41d3fe4cecd93f369349	has_genre	metaqa
b0e52b3589b86eacfe8b87037fd4d091	23d6ee0c6448e1ba94cec9385348847d	directed_by	metaqa
b0e52b3589b86eacfe8b87037fd4d091	23d6ee0c6448e1ba94cec9385348847d	written_by	metaqa
b0e52b3589b86eacfe8b87037fd4d091	96e9b18eb47b3ea3857f4eb6c86f3009	release_year	metaqa
b0e52b3589b86eacfe8b87037fd4d091	50e2674bd903a3f29b4ac3bc1ad86a21	in_language	metaqa
b0e52b3589b86eacfe8b87037fd4d091	c4f7bb0789bc48cf2032b782678ada9c	has_tags	metaqa
b0e52b3589b86eacfe8b87037fd4d091	1b56c07cf485b3dddecea38e9bb6f05f	has_tags	metaqa
b0e52b3589b86eacfe8b87037fd4d091	e0fc00a6c4956db201ab58c7203a61e5	has_tags	metaqa
b0e52b3589b86eacfe8b87037fd4d091	936611f40ed7c8308d00644c59111cf3	has_tags	metaqa
b0e52b3589b86eacfe8b87037fd4d091	86d4c54b13b6645b43f84c6bb1cd0482	has_tags	metaqa
cb5b9482c6c33b273e62ab19d237467c	aff677765a5f5d378d4dc1bbb5e9efda	directed_by	metaqa
cb5b9482c6c33b273e62ab19d237467c	8011650dbb891633244668d84a451c64	written_by	metaqa
cb5b9482c6c33b273e62ab19d237467c	aff677765a5f5d378d4dc1bbb5e9efda	written_by	metaqa
cb5b9482c6c33b273e62ab19d237467c	39bbe8e0740fa32139d1e848031fe89d	starred_actors	metaqa
cb5b9482c6c33b273e62ab19d237467c	c1a3f8431c715472ef0be30ad4bcd552	starred_actors	metaqa
cb5b9482c6c33b273e62ab19d237467c	e97237d948ce0f6cf8e8557a2b049f34	release_year	metaqa
cb5b9482c6c33b273e62ab19d237467c	0b202860c9c599965721e981a13bdcc1	in_language	metaqa
cb5b9482c6c33b273e62ab19d237467c	eba518aaa46a4bc0ef3eaffc2a0863e0	has_genre	metaqa
cb5b9482c6c33b273e62ab19d237467c	babf8f3fb953bc49d74b5cb5ef6eaae4	has_tags	metaqa
525e659528e134616a4ac227d0d1e02a	3c340cbe69b41eea344b7dffd17bf53d	directed_by	metaqa
525e659528e134616a4ac227d0d1e02a	3c340cbe69b41eea344b7dffd17bf53d	written_by	metaqa
525e659528e134616a4ac227d0d1e02a	a54b3162290a273eacecadfab8e58f0e	starred_actors	metaqa
525e659528e134616a4ac227d0d1e02a	daae5881d47fe260e4519366219842e1	release_year	metaqa
525e659528e134616a4ac227d0d1e02a	75d886942bea41d3fe4cecd93f369349	has_genre	metaqa
525e659528e134616a4ac227d0d1e02a	8a095bf32dfcbd0b87a172df1dd4aa4a	has_genre	metaqa
525e659528e134616a4ac227d0d1e02a	06632354e6bc60c5aa40066278949ecf	has_genre	metaqa
525e659528e134616a4ac227d0d1e02a	480fe6911ab7af1bdc240834ffb732ee	has_tags	metaqa
6c05405feb4f80e2191641ccaae76e20	937019bf994442b52ab05dfd8a3608f7	directed_by	metaqa
6c05405feb4f80e2191641ccaae76e20	37b5df98d22b3de2e4979cd24f57946d	written_by	metaqa
6c05405feb4f80e2191641ccaae76e20	c710457d68b9d8f4d40321d5be7cb655	written_by	metaqa
6c05405feb4f80e2191641ccaae76e20	ed7b5bd85d24edfa4dc92a48b708fa1a	release_year	metaqa
